Motif	Factor	Evidence	Curated
M00185_2.00	nr2c2	PBM	N
M00185_2.00	nr2f5	PBM	N
M00185_2.00	nr5a5	PBM	N
M00185_2.00	nr1h3	PBM	N
M00185_2.00	nr1d1	PBM	N
M00185_2.00	rxrgb	PBM	N
M00185_2.00	rorc	PBM	N
M00185_2.00	nr2f1a	PBM	N
M00185_2.00	pparg	PBM	N
M00185_2.00	rorca	PBM	N
M00185_2.00	nr4a1	PBM	N
M00185_2.00	nr5a2	PBM	N
M00185_2.00	nr2f6a	PBM	N
M00185_2.00	rargb	PBM	N
M00185_2.00	nr6a1a	PBM	N
M00185_2.00	pparaa	PBM	N
M00185_2.00	nr2c1	PBM	N
M00185_2.00	rorb	PBM	N
M00186_2.00	rfx6	PBM	N
M00186_2.00	rfx4	PBM	N
M00186_2.00	rfx3	PBM	N
M00186_2.00	rfx1b	PBM	N
M00186_2.00	rfx1a	PBM	N
M00186_2.00	rfx2	PBM	N
M00187_2.00	rfx7	PBM	N
M00187_2.00	RFX7	PBM	N
M00187_2.00	rfx5	PBM	N
M00188_2.00	rfx4	PBM	N
M00188_2.00	rfx3	PBM	N
M00188_2.00	rfx2	PBM	N
M00188_2.00	rfx1b	PBM	N
M00188_2.00	rfx1a	PBM	N
M00188_2.00	rfx6	PBM	N
M00190_2.00	gmeb1	PBM	N
M00190_2.00	GMEB2	PBM	N
M00192_2.00	smad3b	PBM	N
M00192_2.00	smad9	PBM	N
M00192_2.00	smad3a	PBM	N
M00193_2.00	tcf7	PBM	N
M00193_2.00	tcf7l1a	PBM	N
M00193_2.00	tcf7l2	PBM	N
M00193_2.00	tcf7l1b	PBM	N
M00193_2.00	lef1	PBM	N
M00194_2.00	hbp1	PBM	N
M00195_2.00	bbx	PBM	N
M00195_2.00	cica	PBM	N
M00196_2.00	cica	PBM	N
M00196_2.00	bbx	PBM	N
M00197_2.00	sox18	PBM	N
M00197_2.00	sox8b	PBM	N
M00197_2.00	sox4b	PBM	N
M00197_2.00	sox4a	PBM	N
M00197_2.00	sox32	PBM	N
M00197_2.00	sox3	PBM	N
M00197_2.00	sox13	PBM	N
M00197_2.00	sox10	PBM	N
M00197_2.00	sox1a	PBM	N
M00197_2.00	sox9a	PBM	N
M00197_2.00	sox8a	PBM	N
M00197_2.00	sox7	PBM	N
M00197_2.00	sox21b	PBM	N
M00197_2.00	sox17	PBM	N
M00197_2.00	sox1b	PBM	N
M00197_2.00	sox12	PBM	N
M00197_2.00	sox21a	PBM	N
M00197_2.00	sox11a	PBM	N
M00197_2.00	sox9b	PBM	N
M00197_2.00	sox11b	PBM	N
M00197_2.00	sox6	PBM	N
M00197_2.00	sox19a	PBM	N
M00197_2.00	sox19b	PBM	N
M00197_2.00	FQ377628.1	PBM	N
M00197_2.00	sox5	PBM	N
M00197_2.00	sox14	PBM	N
M00197_2.00	sox2	PBM	N
M00198_2.00	tcf7l1a	PBM	N
M00198_2.00	tcf7l2	PBM	N
